                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    158,                0.44941,                 0.3266,                0.80624,                0.99866,                      1,                  0.995,                0.90605,                0.44317,                0.28835,                 0.7735,             0.00080333,             0.00080333,             0.00080333
                    159,                0.43517,                0.31193,                0.79617,                0.99871,                      1,                  0.995,                0.89798,                0.45368,                0.29125,                0.77293,             0.00079783,             0.00079783,             0.00079783
                    160,                 0.4543,                 0.3122,                 0.8097,                0.99858,                      1,                  0.995,                0.90871,                0.45412,                0.28438,                0.77313,             0.00079233,             0.00079233,             0.00079233
                    161,                0.47768,                0.32471,                0.82685,                0.99846,                      1,                  0.995,                0.90267,                0.44838,                0.28112,                0.77241,             0.00078682,             0.00078682,             0.00078682
                    162,                0.46513,                 0.3352,                0.81854,                0.99813,                      1,                  0.995,                0.90451,                0.44186,                0.28896,                0.77221,             0.00078132,             0.00078132,             0.00078132
                    163,                0.44458,                0.31391,                0.81693,                0.99791,                      1,                  0.995,                0.88715,                0.46835,                0.29694,                 0.7741,             0.00077582,             0.00077582,             0.00077582
                    164,                0.49505,                0.33754,                0.82499,                0.99814,                      1,                  0.995,                0.89751,                0.46193,                0.28875,                0.77338,             0.00077032,             0.00077032,             0.00077032
                    165,                0.46889,                0.31332,                0.80371,                0.99857,                      1,                  0.995,                0.90258,                0.43972,                 0.2821,                0.77452,             0.00076482,             0.00076482,             0.00076482
                    166,                0.48029,                0.33351,                0.79716,                0.99887,                      1,                  0.995,                0.90226,                0.44167,                0.28234,                0.77625,             0.00075932,             0.00075932,             0.00075932
                    167,                0.46259,                0.31669,                0.82744,                0.99892,                      1,                  0.995,                0.90193,                0.44162,                 0.2826,                0.77786,             0.00075382,             0.00075382,             0.00075382
                    168,                0.45267,                0.32497,                0.80231,                0.99874,                      1,                  0.995,                0.90216,                0.45913,                0.28899,                0.77816,             0.00074832,             0.00074832,             0.00074832
                    169,                0.46528,                0.32016,                0.81323,                0.99856,                      1,                  0.995,                0.90525,                0.45996,                0.29551,                0.77766,             0.00074282,             0.00074282,             0.00074282
                    170,                0.51024,                0.38148,                0.85041,                0.99841,                      1,                  0.995,                0.90213,                0.45786,                 0.2884,                0.77879,             0.00073731,             0.00073731,             0.00073731
                    171,                0.47991,                0.32942,                 0.8109,                0.99822,                      1,                  0.995,                0.90158,                0.45613,                0.29183,                 0.7785,             0.00073181,             0.00073181,             0.00073181
                    172,                0.48395,                0.33954,                0.81561,                0.99824,                      1,                  0.995,                0.90111,                0.44307,                0.28926,                0.77731,             0.00072631,             0.00072631,             0.00072631
                    173,                0.46126,                0.31738,                0.80592,                0.99866,                      1,                  0.995,                0.89341,                0.46042,                 0.2892,                0.77844,             0.00072081,             0.00072081,             0.00072081
                    174,                0.47291,                0.32485,                0.81776,                0.99894,                      1,                  0.995,                0.89521,                0.45966,                0.29187,                0.77852,             0.00071531,             0.00071531,             0.00071531
                    175,                0.45264,                0.31804,                0.80403,                0.99899,                      1,                  0.995,                0.89891,                 0.4634,                 0.2917,                0.78113,             0.00070981,             0.00070981,             0.00070981
                    176,                0.46332,                0.32785,                 0.8182,                0.99904,                      1,                  0.995,                0.89346,                0.46139,                0.29036,                0.78138,             0.00070431,             0.00070431,             0.00070431
                    177,                 0.4761,                0.32196,                0.83817,                0.99886,                      1,                  0.995,                  0.907,                0.43698,                0.28328,                0.77675,             0.00069881,             0.00069881,             0.00069881
                    178,                0.47973,                0.32235,                 0.7931,                0.99874,                      1,                  0.995,                0.91169,                0.44118,                0.28464,                0.77501,             0.00069331,             0.00069331,             0.00069331
                    179,                0.46698,                0.32242,                0.81384,                 0.9986,                      1,                  0.995,                0.90898,                0.43759,                0.27856,                0.77553,              0.0006878,              0.0006878,              0.0006878
                    180,                0.46525,                0.31711,                 0.8146,                 0.9986,                      1,                  0.995,                0.90107,                0.45196,                0.28092,                0.77703,              0.0006823,              0.0006823,              0.0006823
                    181,                  0.469,                0.31649,                0.82302,                 0.9986,                      1,                  0.995,                0.89184,                0.46717,                0.28282,                0.77776,              0.0006768,              0.0006768,              0.0006768
                    182,                0.46444,                0.32116,                0.81904,                0.99864,                      1,                  0.995,                0.89951,                0.46554,                0.28453,                0.77622,              0.0006713,              0.0006713,              0.0006713
                    183,                0.45855,                0.31373,                0.80887,                0.99869,                      1,                  0.995,                0.89873,                0.46141,                0.28637,                0.77533,              0.0006658,              0.0006658,              0.0006658
                    184,                0.46776,                0.31318,                 0.8153,                0.99876,                      1,                  0.995,                0.89895,                0.44371,                0.29009,                0.77278,              0.0006603,              0.0006603,              0.0006603
                    185,                 0.4802,                0.32816,                0.82696,                0.99881,                      1,                  0.995,                0.90374,                0.43543,                0.28762,                0.77223,              0.0006548,              0.0006548,              0.0006548
                    186,                0.49334,                0.32159,                0.80242,                0.99872,                      1,                  0.995,                0.90044,                0.45029,                0.28409,                0.77284,              0.0006493,              0.0006493,              0.0006493
                    187,                0.48469,                0.32364,                0.82521,                0.99857,                      1,                  0.995,                0.90286,                0.45123,                0.28532,                0.77214,              0.0006438,              0.0006438,              0.0006438
                    188,                0.46157,                0.32201,                0.81241,                0.99842,                      1,                  0.995,                0.90178,                0.44787,                0.27909,                0.77237,             0.00063829,             0.00063829,             0.00063829
                    189,                0.50412,                0.31895,                0.83219,                0.99842,                      1,                  0.995,                0.89931,                0.44524,                0.28238,                0.77319,             0.00063279,             0.00063279,             0.00063279
                    190,                0.45716,                 0.3142,                0.81894,                0.99849,                      1,                  0.995,                0.90526,                0.43126,                0.27721,                0.77274,             0.00062729,             0.00062729,             0.00062729
                    191,                0.48402,                0.32252,                0.81498,                0.99851,                      1,                  0.995,                0.91098,                0.42711,                0.26644,                 0.7712,             0.00062179,             0.00062179,             0.00062179
                    192,                0.44592,                0.33128,                0.80117,                 0.9985,                      1,                  0.995,                0.91103,                0.42848,                   0.27,                0.77073,             0.00061629,             0.00061629,             0.00061629
                    193,                0.44128,                0.31201,                0.79521,                0.99852,                      1,                  0.995,                0.92029,                0.43393,                0.27553,                0.77252,             0.00061079,             0.00061079,             0.00061079
                    194,                0.42766,                0.29893,                 0.8117,                0.99858,                      1,                  0.995,                0.91224,                0.45293,                0.28436,                0.77437,             0.00060529,             0.00060529,             0.00060529
                    195,                0.43603,                0.31719,                0.81707,                0.99863,                      1,                  0.995,                 0.9067,                0.45356,                 0.2888,                0.77398,             0.00059979,             0.00059979,             0.00059979
                    196,                 0.4344,                0.30229,                0.81286,                0.99861,                      1,                  0.995,                0.90688,                0.43723,                 0.2774,                0.77222,             0.00059429,             0.00059429,             0.00059429
                    197,                0.43283,                0.29306,                0.80506,                0.99866,                      1,                  0.995,                0.90949,                0.43385,                0.27095,                0.77097,             0.00058878,             0.00058878,             0.00058878
                    198,                0.42647,                0.30875,                0.78045,                0.99858,                      1,                  0.995,                0.91344,                0.43406,                0.26847,                0.77129,             0.00058328,             0.00058328,             0.00058328
                    199,                0.44031,                0.30147,                 0.8145,                0.99847,                      1,                  0.995,                0.91306,                0.43576,                 0.2712,                0.77248,             0.00057778,             0.00057778,             0.00057778
                    200,                0.43057,                0.30255,                0.81276,                0.99842,                      1,                  0.995,                0.91524,                0.44073,                0.27607,                0.77207,             0.00057228,             0.00057228,             0.00057228
                    201,                0.42765,                0.31359,                0.80513,                0.99845,                      1,                  0.995,                0.91335,                0.43125,                0.26943,                0.77079,             0.00056678,             0.00056678,             0.00056678
                    202,                0.43889,                0.31103,                0.80507,                0.99848,                      1,                  0.995,                0.91653,                0.43462,                0.27314,                0.77097,             0.00056128,             0.00056128,             0.00056128
                    203,                 0.4736,                0.31135,                0.81247,                 0.9985,                      1,                  0.995,                0.91193,                0.42251,                 0.2697,                0.77093,             0.00055578,             0.00055578,             0.00055578
                    204,                0.49083,                0.32298,                0.81509,                0.99851,                      1,                  0.995,                0.91346,                0.42039,                0.27147,                0.77157,             0.00055028,             0.00055028,             0.00055028
                    205,                0.46903,                0.31625,                0.83793,                0.99858,                      1,                  0.995,                0.90739,                0.43204,                0.26988,                 0.7733,             0.00054478,             0.00054478,             0.00054478
                    206,                  0.452,                0.30237,                0.81714,                0.99853,                      1,                  0.995,                0.91329,                0.44052,                0.27124,                0.77152,             0.00053927,             0.00053927,             0.00053927
                    207,                0.44609,                0.30761,                  0.796,                0.99848,                      1,                  0.995,                0.90473,                0.44775,                 0.2794,                0.77161,             0.00053377,             0.00053377,             0.00053377
                    208,                0.47627,                0.31069,                0.80865,                0.99847,                      1,                  0.995,                0.91184,                0.44166,                0.27665,                0.77307,             0.00052827,             0.00052827,             0.00052827
                    209,                0.43262,                 0.2993,                0.81586,                0.99845,                      1,                  0.995,                0.91082,                0.42503,                0.27234,                0.77224,             0.00052277,             0.00052277,             0.00052277
                    210,                0.43229,                0.29958,                0.81617,                0.99848,                      1,                  0.995,                0.90763,                0.42905,                0.27027,                0.77411,             0.00051727,             0.00051727,             0.00051727
                    211,                0.44131,                0.29585,                0.81319,                 0.9985,                      1,                  0.995,                 0.9096,                0.43609,                0.27089,                0.77623,             0.00051177,             0.00051177,             0.00051177
                    212,                0.45197,                0.32373,                0.80308,                0.99852,                      1,                  0.995,                0.90938,                0.43853,                0.26854,                 0.7742,             0.00050627,             0.00050627,             0.00050627
                    213,                 0.4276,                 0.2848,                0.80722,                0.99857,                      1,                  0.995,                0.91717,                0.44908,                0.27254,                0.77369,             0.00050077,             0.00050077,             0.00050077
                    214,                0.45067,                 0.2945,                0.81552,                0.99864,                      1,                  0.995,                0.91001,                0.44752,                0.26794,                0.77246,             0.00049527,             0.00049527,             0.00049527
                    215,                 0.4667,                0.29408,                0.80749,                0.99869,                      1,                  0.995,                0.91422,                0.43461,                0.26427,                0.77147,             0.00048976,             0.00048976,             0.00048976
                    216,                0.52843,                0.31449,                0.82895,                0.99877,                      1,                  0.995,                0.90859,                0.42823,                0.25634,                0.77251,             0.00048426,             0.00048426,             0.00048426
                    217,                0.41457,                0.28604,                0.80101,                0.99879,                      1,                  0.995,                0.90811,                0.43687,                0.26401,                 0.7746,             0.00047876,             0.00047876,             0.00047876
                    218,                0.45671,                0.28452,                0.80969,                0.99879,                      1,                  0.995,                0.91045,                0.43049,                0.26911,                0.77307,             0.00047326,             0.00047326,             0.00047326
                    219,                0.45666,                0.29959,                0.81861,                0.99874,                      1,                  0.995,                0.91381,                0.42212,                0.26363,                0.77116,             0.00046776,             0.00046776,             0.00046776
                    220,                0.41801,                0.28237,                0.80203,                0.99871,                      1,                  0.995,                0.91488,                0.42702,                0.26641,                0.77133,             0.00046226,             0.00046226,             0.00046226
                    221,                0.44657,                0.28821,                0.80686,                0.99866,                      1,                  0.995,                0.91566,                0.43089,                0.27074,                0.77272,             0.00045676,             0.00045676,             0.00045676
                    222,                 0.4464,                0.29318,                0.81111,                0.99859,                      1,                  0.995,                0.91419,                0.42423,                0.26665,                0.77191,             0.00045126,             0.00045126,             0.00045126
                    223,                0.43067,                0.28961,                0.81358,                0.99857,                      1,                  0.995,                0.90563,                0.43127,                0.26764,                 0.7731,             0.00044576,             0.00044576,             0.00044576
                    224,                0.42503,                0.30007,                0.80393,                0.99855,                      1,                  0.995,                0.90674,                0.42961,                0.27076,                0.77415,             0.00044025,             0.00044025,             0.00044025
                    225,                0.46385,                0.30767,                0.79801,                0.99852,                      1,                  0.995,                  0.908,                0.43449,                0.26639,                0.77365,             0.00043475,             0.00043475,             0.00043475
                    226,                0.44849,                0.32884,                0.83593,                0.99857,                      1,                  0.995,                0.91252,                0.43678,                0.26351,                0.77282,             0.00042925,             0.00042925,             0.00042925
                    227,                0.44111,                0.30107,                0.81697,                0.99858,                      1,                  0.995,                0.91553,                0.43723,                0.26695,                0.77341,             0.00042375,             0.00042375,             0.00042375
                    228,                0.41953,                0.29312,                 0.8075,                0.99862,                      1,                  0.995,                0.91319,                0.43939,                0.26729,                0.77364,             0.00041825,             0.00041825,             0.00041825
                    229,                0.41417,                0.29178,                0.80793,                0.99848,                      1,                  0.995,                0.91493,                0.43545,                0.26002,                0.77455,             0.00041275,             0.00041275,             0.00041275
                    230,                0.41193,                0.28761,                0.80232,                0.99842,                      1,                  0.995,                0.91186,                0.42567,                0.25491,                 0.7734,             0.00040725,             0.00040725,             0.00040725
                    231,                0.41912,                0.27564,                0.81732,                 0.9984,                      1,                  0.995,                0.91714,                0.41952,                0.25844,                0.77206,             0.00040175,             0.00040175,             0.00040175
                    232,                0.43639,                0.28016,                0.80053,                 0.9984,                      1,                  0.995,                0.90795,                0.42743,                0.26601,                0.77164,             0.00039625,             0.00039625,             0.00039625
                    233,                0.40816,                 0.2992,                0.80922,                0.99839,                      1,                  0.995,                0.91062,                0.43135,                0.26375,                0.77075,             0.00039074,             0.00039074,             0.00039074
                    234,                0.41315,                0.28776,                0.81022,                0.99832,                      1,                  0.995,                0.91442,                0.42773,                0.25884,                0.76961,             0.00038524,             0.00038524,             0.00038524
                    235,                0.43207,                0.28764,                0.80488,                0.99829,                      1,                  0.995,                0.91814,                0.42844,                0.25882,                0.76935,             0.00037974,             0.00037974,             0.00037974
                    236,                0.43565,                0.29847,                0.83582,                0.99834,                      1,                  0.995,                0.90758,                0.43103,                0.26602,                0.76975,             0.00037424,             0.00037424,             0.00037424
                    237,                0.44123,                0.28794,                 0.8054,                0.99843,                      1,                  0.995,                0.90884,                0.43274,                0.26564,                0.77022,             0.00036874,             0.00036874,             0.00036874
                    238,                0.45666,                0.31025,                0.81861,                0.99852,                      1,                  0.995,                0.91423,                0.43808,                0.26486,                0.77076,             0.00036324,             0.00036324,             0.00036324
                    239,                0.42776,                0.29651,                0.81115,                0.99858,                      1,                  0.995,                0.91064,                0.43768,                0.26161,                 0.7706,             0.00035774,             0.00035774,             0.00035774
                    240,                0.42448,                 0.2825,                0.79109,                0.99863,                      1,                  0.995,                0.91189,                0.43327,                0.25684,                0.76986,             0.00035224,             0.00035224,             0.00035224
                    241,                 0.4048,                0.28369,                0.82217,                0.99859,                      1,                  0.995,                0.91132,                0.43252,                0.25559,                0.76951,             0.00034674,             0.00034674,             0.00034674
                    242,                0.44221,                0.29114,                0.83998,                0.99854,                      1,                  0.995,                0.91052,                0.43422,                0.25812,                0.77071,             0.00034123,             0.00034123,             0.00034123
                    243,                0.42398,                0.29117,                0.79094,                0.99846,                      1,                  0.995,                0.91037,                0.43246,                0.25762,                0.77147,             0.00033573,             0.00033573,             0.00033573
                    244,                 0.4491,                0.27532,                0.80559,                0.99847,                      1,                  0.995,                0.90819,                0.42991,                0.25426,                0.77151,             0.00033023,             0.00033023,             0.00033023
                    245,                0.43903,                0.29475,                0.80908,                0.99845,                      1,                  0.995,                0.91738,                0.43175,                0.25424,                0.77011,             0.00032473,             0.00032473,             0.00032473
                    246,                0.42717,                0.28194,                0.81787,                0.99847,                      1,                  0.995,                0.91888,                0.43073,                0.25322,                0.76946,             0.00031923,             0.00031923,             0.00031923
                    247,                0.49641,                0.28914,                0.82631,                0.99849,                      1,                  0.995,                0.91748,                0.42718,                0.24981,                0.76958,             0.00031373,             0.00031373,             0.00031373
                    248,                0.43756,                0.29625,                0.81356,                0.99847,                      1,                  0.995,                0.91304,                0.42651,                0.25284,                0.76986,             0.00030823,             0.00030823,             0.00030823
                    249,                0.41684,                0.28283,                0.79931,                0.99847,                      1,                  0.995,                0.91631,                0.42842,                0.25102,                 0.7701,             0.00030273,             0.00030273,             0.00030273
                    250,                0.42263,                0.28885,                0.82054,                0.99847,                      1,                  0.995,                 0.9118,                0.43066,                0.25663,                0.77034,             0.00029723,             0.00029723,             0.00029723
                    251,                0.39935,                0.28669,                0.81325,                0.99845,                      1,                  0.995,                0.91526,                0.42959,                0.25821,                0.77044,             0.00029172,             0.00029172,             0.00029172
                    252,                0.41634,                0.27123,                0.79475,                0.99853,                      1,                  0.995,                0.91297,                0.43257,                0.25227,                0.77158,             0.00028622,             0.00028622,             0.00028622
                    253,                0.41789,                0.27687,                0.79268,                0.99854,                      1,                  0.995,                0.90846,                0.44501,                0.25614,                0.77313,             0.00028072,             0.00028072,             0.00028072
                    254,                0.43168,                0.28477,                0.81329,                 0.9985,                      1,                  0.995,                0.90325,                 0.4502,                0.25976,                0.77274,             0.00027522,             0.00027522,             0.00027522
                    255,                0.41811,                0.27788,                0.79946,                0.99849,                      1,                  0.995,                0.90569,                0.44652,                0.25918,                0.77266,             0.00026972,             0.00026972,             0.00026972
                    256,                0.38797,                0.26935,                0.81462,                0.99847,                      1,                  0.995,                0.91243,                 0.4385,                 0.2584,                 0.7722,             0.00026422,             0.00026422,             0.00026422
                    257,                0.40793,                0.26594,                0.77182,                0.99851,                      1,                  0.995,                0.91422,                0.43197,                 0.2584,                 0.7703,             0.00025872,             0.00025872,             0.00025872
                    258,                0.41554,                 0.2788,                0.78715,                0.99856,                      1,                  0.995,                0.91102,                0.43492,                 0.2555,                0.77083,             0.00025322,             0.00025322,             0.00025322
                    259,                0.39175,                0.26388,                0.79582,                0.99857,                      1,                  0.995,                0.90339,                0.44019,                0.25734,                0.77115,             0.00024772,             0.00024772,             0.00024772
                    260,                0.42003,                0.27992,                 0.8053,                0.99859,                      1,                  0.995,                0.90618,                0.44189,                0.25411,                0.77086,             0.00024222,             0.00024222,             0.00024222
                    261,                0.43049,                0.28061,                0.81967,                0.99858,                      1,                  0.995,                0.90647,                0.44094,                0.25669,                0.76967,             0.00023671,             0.00023671,             0.00023671
                    262,                0.42637,                0.26966,                0.82593,                0.99857,                      1,                  0.995,                0.90539,                0.43496,                0.25494,                0.76879,             0.00023121,             0.00023121,             0.00023121
                    263,                0.40768,                0.27143,                0.81107,                0.99856,                      1,                  0.995,                0.90627,                0.42854,                 0.2537,                0.76901,             0.00022571,             0.00022571,             0.00022571
                    264,                0.42047,                0.27068,                0.80806,                0.99862,                      1,                  0.995,                0.91143,                0.41821,                0.24818,                0.76919,             0.00022021,             0.00022021,             0.00022021
                    265,                0.43561,                0.28599,                0.81169,                0.99865,                      1,                  0.995,                0.91437,                 0.4131,                0.25057,                0.76791,             0.00021471,             0.00021471,             0.00021471
                    266,                 0.4226,                0.27512,                0.80714,                0.99871,                      1,                  0.995,                0.90946,                0.42065,                0.25341,                  0.768,             0.00020921,             0.00020921,             0.00020921
                    267,                0.45258,                0.27481,                 0.8064,                0.99871,                      1,                  0.995,                0.89899,                0.42922,                0.25502,                0.76851,             0.00020371,             0.00020371,             0.00020371
                    268,                0.42219,                0.27985,                0.81915,                0.99873,                      1,                  0.995,                  0.906,                0.43073,                0.25975,                0.76857,             0.00019821,             0.00019821,             0.00019821
                    269,                0.41568,                0.29061,                0.81567,                0.99873,                      1,                  0.995,                0.90401,                0.43051,                0.25545,                  0.768,             0.00019271,             0.00019271,             0.00019271
                    270,                0.39836,                0.26955,                0.80429,                0.99874,                      1,                  0.995,                0.91086,                0.42796,                0.25614,                0.76813,              0.0001872,              0.0001872,              0.0001872
                    271,                 0.4079,                0.27841,                0.81858,                0.99873,                      1,                  0.995,                 0.9127,                0.42695,                0.25258,                 0.7688,              0.0001817,              0.0001817,              0.0001817
                    272,                 0.4211,                0.27916,                0.81853,                0.99878,                      1,                  0.995,                0.91619,                0.42269,                0.25047,                0.76787,              0.0001762,              0.0001762,              0.0001762
                    273,                0.43218,                0.27888,                0.80872,                0.99881,                      1,                  0.995,                0.91639,                0.41403,                0.24882,                0.76737,              0.0001707,              0.0001707,              0.0001707
                    274,                0.38839,                0.26605,                0.80923,                0.99885,                      1,                  0.995,                0.91688,                 0.4106,                0.24979,                0.76728,              0.0001652,              0.0001652,              0.0001652
                    275,                0.40971,                  0.267,                0.80743,                0.99886,                      1,                  0.995,                0.91903,                0.41422,                 0.2495,                0.76736,              0.0001597,              0.0001597,              0.0001597
                    276,                0.44234,                0.27876,                0.79847,                0.99885,                      1,                  0.995,                 0.9141,                0.41739,                0.25039,                0.76758,              0.0001542,              0.0001542,              0.0001542
                    277,                0.38502,                 0.2612,                0.81363,                0.99882,                      1,                  0.995,                0.91255,                0.41963,                0.24777,                 0.7678,              0.0001487,              0.0001487,              0.0001487
                    278,                0.39056,                0.26708,                0.80908,                0.99878,                      1,                  0.995,                0.91238,                0.41757,                0.25153,                0.76804,              0.0001432,              0.0001432,              0.0001432
                    279,                0.38278,                 0.2712,                0.80996,                0.99878,                      1,                  0.995,                0.91324,                0.41971,                0.24711,                0.76864,             0.00013769,             0.00013769,             0.00013769
                    280,                 0.3731,                 0.2522,                0.80996,                0.99874,                      1,                  0.995,                0.91292,                0.41993,                0.24728,                0.76856,             0.00013219,             0.00013219,             0.00013219
                    281,                0.43301,                0.27883,                0.83353,                 0.9987,                      1,                  0.995,                0.91505,                0.41425,                 0.2481,                0.76888,             0.00012669,             0.00012669,             0.00012669
                    282,                0.40099,                0.26974,                0.81003,                0.99866,                      1,                  0.995,                0.91738,                0.41256,                0.24731,                0.76811,             0.00012119,             0.00012119,             0.00012119
                    283,                0.38573,                0.26553,                0.79241,                0.99863,                      1,                  0.995,                0.91945,                0.41159,                0.24495,                0.76879,             0.00011569,             0.00011569,             0.00011569
                    284,                0.40768,                0.26474,                0.79406,                0.99863,                      1,                  0.995,                0.92135,                0.41188,                0.24582,                0.76836,             0.00011019,             0.00011019,             0.00011019
                    285,                 0.4327,                0.29026,                0.82509,                0.99863,                      1,                  0.995,                0.91561,                0.41349,                0.24704,                0.76834,             0.00010469,             0.00010469,             0.00010469
                    286,                0.44686,                  0.275,                0.81084,                 0.9986,                      1,                  0.995,                0.91363,                0.41371,                0.24372,                0.76825,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    287,                0.39711,                0.26912,                0.80884,                 0.9986,                      1,                  0.995,                0.91163,                0.41377,                0.24609,                0.76813,             9.3685e-05,             9.3685e-05,             9.3685e-05
                    288,                 0.3946,                0.26791,                 0.7908,                0.99862,                      1,                  0.995,                0.91366,                0.41577,                0.24619,                0.76864,             8.8184e-05,             8.8184e-05,             8.8184e-05
                    289,                0.40873,                 0.2699,                0.79636,                0.99863,                      1,                  0.995,                 0.9162,                0.41696,                0.24589,                0.76868,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    290,                0.37914,                0.24105,                0.79464,                0.99865,                      1,                  0.995,                0.91258,                0.41671,                0.24628,                0.76881,             7.7182e-05,             7.7182e-05,             7.7182e-05
                    291,                0.39335,                0.25656,                0.78654,                0.99866,                      1,                  0.995,                0.91356,                0.41699,                0.24595,                0.76876,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    292,                0.40016,                0.27522,                0.78744,                0.99868,                      1,                  0.995,                  0.915,                0.41725,                0.24799,                0.76917,              6.618e-05,              6.618e-05,              6.618e-05
                    293,                0.41726,                0.26983,                0.78385,                0.99866,                      1,                  0.995,                 0.9183,                0.41636,                 0.2471,                0.76929,             6.0679e-05,             6.0679e-05,             6.0679e-05
                    294,                0.39594,                  0.262,                0.79131,                0.99863,                      1,                  0.995,                0.92027,                0.41532,                0.24489,                0.76881,             5.5178e-05,             5.5178e-05,             5.5178e-05
                    295,                0.41469,                0.25843,                0.78739,                0.99859,                      1,                  0.995,                0.92111,                0.41375,                0.24394,                0.76862,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    296,                0.40565,                0.24953,                0.78684,                0.99858,                      1,                  0.995,                0.92218,                0.41325,                0.24274,                 0.7683,             4.4176e-05,             4.4176e-05,             4.4176e-05
                    297,                0.37614,                0.23734,                0.80141,                0.99857,                      1,                  0.995,                0.91912,                0.41346,                0.24239,                0.76826,             3.8674e-05,             3.8674e-05,             3.8674e-05
                    298,                0.40456,                0.26013,                0.80193,                0.99857,                      1,                  0.995,                0.91706,                0.41342,                0.24502,                0.76822,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    299,                0.38233,                0.26351,                0.80421,                0.99857,                      1,                  0.995,                0.91941,                0.41276,                0.24606,                  0.768,             2.7672e-05,             2.7672e-05,             2.7672e-05
                    300,                0.40029,                0.25696,                0.79031,                0.99858,                      1,                  0.995,                0.91628,                0.41389,                0.24614,                0.76784,             2.2171e-05,             2.2171e-05,             2.2171e-05
